#file time_0 time_1 time_2 time_3 time_4 time_5 time_6 time_7 time_8 time_9 time_10 time_11 time_12 time_13 time_14 time_15 time_16 time_17 time_18 time_19 time_20 time_21 time_22 time_23 time_24 
geo020s08a0016v02 0.0058 0.0086 0.0073 0.0036 -0.0048 -0.0238 -0.0431 -0.0430 -0.0109 0.0018 0.0124 0.0131 -0.0035 -0.0299 0.0010 -0.0156 0.0226 0.0359 0.0415 0.0309 0.0201 0.0059 -0.0142 -0.0217 0.0017 
geo020s08a0017v01 0.0226 0.0292 0.0216 0.0083 -0.0110 -0.0298 -0.0354 -0.0179 0.0113 0.0364 0.0453 0.0346 0.0154 -0.0105 -0.0273 -0.0270 -0.0189 -0.0067 -0.0006 -0.0029 -0.0031 -0.0024 0.0025 0.0079 0.0082 
geo020s08a0019v01 -0.0179 -0.0164 -0.0132 -0.0218 -0.0082 0.0025 0.0070 -0.0008 -0.0082 -0.0178 -0.0251 -0.0304 -0.0245 -0.0153 -0.0035 0.0014 0.0075 0.0120 0.0083 0.0045 -0.0083 0.0043 0.0340 0.0549 0.0682 
geo020s08a0021v01 0.0052 -0.0090 -0.0209 -0.0258 -0.0190 -0.0052 0.0104 0.0189 0.0172 0.0137 0.0089 0.0028 -0.0003 -0.0048 -0.0073 -0.0086 -0.0043 -0.0018 0.0049 0.0062 0.0079 0.0031 -0.0025 -0.0062 -0.0078 
geo020s08a0021v02 -0.0018 -0.0006 0.0085 0.0127 0.0140 0.0095 0.0023 -0.0023 -0.0120 -0.0437 -0.0344 -0.0131 0.0256 0.0360 0.0282 0.0127 -0.0087 -0.0189 -0.0247 -0.0126 -0.0019 0.0063 0.0134 0.0166 0.0109 
geo020s08a0022v01 -0.0013 -0.0046 -0.0107 -0.0139 -0.0020 0.0130 0.0217 0.0229 0.0108 0.0016 -0.0091 -0.0151 -0.0211 -0.0158 -0.0133 -0.0190 -0.0404 -0.0325 -0.0230 -0.0216 -0.0164 -0.0041 0.0055 0.0105 0.0221 
geo020s08a0022v02 -0.0129 -0.0167 -0.0155 -0.0145 -0.0050 0.0029 0.0056 0.0094 0.0116 0.0128 0.0135 0.0052 -0.0012 -0.0016 -0.0019 0.0006 0.0035 0.0030 -0.0006 -0.0060 -0.0092 -0.0083 -0.0051 -0.0040 -0.0025 
geo020s08a0023v01 0.0064 0.0065 0.0039 0.0009 -0.0029 -0.0051 -0.0013 -0.0003 -0.0038 -0.0143 -0.0305 -0.0247 0.0042 0.0324 0.0416 0.0330 0.0135 -0.0101 -0.0284 -0.0306 -0.0152 0.0089 0.0309 0.0380 0.0282 
geo020s08a0023v02 -0.0132 -0.0254 -0.0242 -0.0147 -0.0106 -0.0053 0.0015 0.0051 0.0093 0.0093 0.0050 -0.0012 -0.0049 -0.0032 -0.0019 -0.0015 0.0033 0.0083 0.0057 0.0080 0.0094 0.0061 0.0023 -0.0045 -0.0059 
geo020s08a0024v01 0.0098 0.0088 0.0067 0.0004 -0.0034 -0.0038 -0.0039 -0.0065 -0.0083 -0.0079 -0.0089 -0.0017 -0.0029 -0.0035 -0.0064 -0.0067 -0.0037 0.0009 0.0039 0.0040 0.0066 0.0049 0.0033 0.0018 0.0055 
geo020s08a0024v02 -0.0093 -0.0082 -0.0048 -0.0084 -0.0168 -0.0149 0.0059 0.0308 0.0349 0.0235 0.0070 -0.0078 -0.0232 -0.0314 -0.0244 -0.0052 0.0135 0.0408 0.0428 0.0240 -0.0078 -0.0279 -0.0391 -0.0246 -0.0045 
geo020s08a0025v02 0.0219 0.0029 -0.0102 -0.0285 -0.0403 -0.0394 -0.0165 0.0182 0.0469 0.0515 0.0324 0.0049 -0.0229 -0.0369 -0.0335 -0.0140 0.0065 0.0170 0.0168 0.0146 0.0134 0.0171 0.0165 0.0112 0.0032 
geo020s08a0026v01 0.0159 0.0045 -0.0048 -0.0085 -0.0092 -0.0111 -0.0120 -0.0136 -0.0118 -0.0074 -0.0038 0.0025 0.0061 0.0086 0.0091 0.0107 0.0108 0.0125 0.0044 -0.0015 -0.0034 -0.0050 -0.0047 -0.0072 -0.0053 
geo020s08a0026v02 -0.0124 -0.0147 -0.0154 -0.0175 -0.0159 -0.0106 0.0003 0.0099 0.0169 0.0159 0.0128 0.0105 0.0037 -0.0004 -0.0013 0.0015 0.0026 0.00008 -0.0063 -0.0052 -0.0027 -0.0010 -0.0009 -0.0002 0.0011 
geo020s08a0027v01 0.0100 0.0031 -0.0058 -0.0049 -0.0023 -0.0052 -0.0044 -0.0054 -0.0041 -0.0065 -0.0042 -0.0010 0.0029 0.0025 0.0047 0.0031 0.0018 0.0026 0.0029 0.0055 -0.00009 -0.0010 -0.0014 -0.0047 -0.0045 
geo020s08a0029v02 0.0065 0.0046 0.0012 -0.0039 -0.0078 -0.0092 -0.0080 -0.0051 -0.0005 0.0031 0.0049 0.0040 -0.0001 0.0006 0.0005 -0.0013 0.0010 -0.0019 -0.0115 -0.0173 -0.0084 0.0138 0.0318 0.0289 0.0165 
geo020s08a0030v01 -0.0451 -0.0357 -0.0207 0.0020 0.0107 0.0135 0.0088 0.0067 0.0048 0.0045 0.0012 -0.0052 -0.0031 -0.0008 -0.0021 -0.0023 -0.0009 0.0005 0.0007 -0.0018 -0.0044 -0.0063 -0.0045 -0.0031 0.0007 
geo020s08a0030v02 0.0282 0.0288 0.0228 0.0105 -0.0075 -0.0210 -0.0227 -0.0165 -0.0058 0.0043 0.0059 0.0074 0.0086 0.0109 0.0086 -0.0039 -0.0162 -0.0217 -0.0214 -0.0193 -0.0142 -0.0103 -0.0050 0.0002 0.0011 
geo020s08a0033v02 0.0411 0.0376 0.0146 -0.0108 -0.0325 -0.0422 -0.0329 -0.0138 0.0052 0.0126 0.0114 0.0089 0.0110 0.0101 0.0092 0.0074 0.0022 -0.0058 -0.0091 -0.0232 -0.0152 -0.0032 0.0022 0.0052 0.0078 
geo020s08a0034v01 0.0407 0.0451 0.0386 0.0309 0.0229 0.0165 0.0030 -0.0088 -0.0144 -0.0179 -0.0288 -0.0385 -0.0413 -0.0298 -0.0161 -0.0002 0.0159 0.0306 0.0254 0.0145 0.0140 0.0203 0.0266 0.0829 -0.0408 
geo020s08a0034v02 -0.0168 0.0064 0.0224 0.0186 0.0049 -0.0079 -0.0201 -0.0333 -0.0408 -0.0289 0.0027 0.0364 0.0525 0.0471 0.0192 -0.0129 -0.0341 -0.0353 -0.0333 -0.0237 -0.0173 -0.0107 -0.0046 0.0021 0.0143 
geo020s08a0035v01 -0.0131 0.0020 0.0168 0.0229 0.0135 0.0032 -0.0058 -0.0067 -0.0069 -0.0058 -0.0100 -0.0090 -0.0072 -0.0070 -0.0077 -0.0029 0.0020 0.0076 0.0112 0.0124 0.0071 0.0058 0.0021 0.0053 0.0045 
geo020s08a0037v01 -0.0300 -0.0283 -0.0245 -0.0250 -0.0283 -0.0252 -0.0137 0.0051 0.0208 0.0365 0.0457 0.0372 0.0291 0.0189 0.0120 0.0143 0.0198 0.0085 -0.0033 -0.0136 -0.0249 -0.0702 -0.0689 -0.0473 -0.0126 
geo020s08a0039v01 0.0094 0.0060 0.0029 -0.0070 -0.0092 -0.0111 -0.0067 -0.0058 -0.0056 -0.0026 0.0007 -0.0011 0.0015 0.0006 0.0085 0.0090 0.0117 0.0063 -0.0720 -0.0248 0.0029 0.0145 0.0204 0.0273 0.0246 
geo020s08a0041v02 -0.0173 -0.0140 0.0011 0.0203 0.0284 0.0244 0.0142 -0.0019 -0.0213 -0.0287 -0.0198 0.0039 0.0167 0.0172 0.0039 -0.0102 -0.0198 -0.0239 -0.0165 -0.0027 0.0097 0.0197 0.0151 0.0070 -0.0011 
geo020s08a0042v01 0.0030 0.0110 0.0105 0.0069 0.0037 0.0047 0.0050 0.0009 -0.0022 -0.0064 -0.0082 -0.0063 -0.0039 0.0001 0.0031 0.0034 0.0021 -0.0001 -0.0004 -0.0009 0.0017 0.0020 0.0038 0.0018 -0.0003 
geo020s08a0042v02 0.0079 0.0073 0.0023 -0.0051 -0.0041 -0.0041 -0.0054 -0.0062 -0.0075 -0.0103 -0.0138 -0.0107 -0.0075 0.0016 0.0117 0.0157 0.0199 0.0196 0.0198 0.0091 -0.0129 -0.0254 -0.0087 0.0173 0.0109 
geo020s08a0045v01 -0.0010 -0.0016 0.0047 0.0055 0.0065 0.0037 -0.0008 -0.0049 -0.0067 -0.0029 0.0027 0.0076 0.0078 0.0043 -0.0047 -0.0035 0.0051 0.0113 0.0106 0.0039 -0.0222 -0.0415 -0.0272 0.0099 0.0254 
geo020s08a0047v01 0.0096 0.0207 0.0191 0.0050 -0.0134 -0.0231 -0.0313 -0.0277 -0.0147 0.0014 0.0195 0.0227 0.0191 0.0112 -0.0091 -0.0109 -0.0124 -0.0023 -0.0034 -0.0422 -0.0121 0.0114 0.0204 0.0189 0.0160 
geo020s08a0047v02 -0.0027 -0.0087 -0.0147 -0.0210 -0.0221 -0.0209 -0.0174 -0.0121 -0.0016 0.0046 0.0109 0.0132 0.0131 0.0126 0.0073 0.0034 0.0024 0.0034 0.0023 0.0008 -0.0032 -0.0074 -0.0090 -0.0098 -0.0063 
geo020s08a0048v01 -0.0049 -0.0039 -0.0014 0.0025 0.0011 0.0007 -0.0019 -0.0025 -0.0017 -0.0049 -0.0069 -0.0045 0.0007 0.0073 0.0117 0.0107 0.0099 0.0045 -0.0039 -0.0066 -0.0077 -0.0085 -0.0198 -0.0217 -0.0076 
geo020s08a0048v02 0.0052 -0.0149 -0.0270 -0.0296 -0.0306 -0.0265 -0.0206 -0.0168 -0.0086 0.0126 0.0034 0.0119 -0.0198 -0.0491 -0.0404 -0.0196 0.0228 0.0427 0.0562 0.0477 0.0258 -0.0096 -0.0298 -0.0299 -0.0183 
geo020s08a0053v02 -0.0351 -0.0291 -0.0124 -0.0039 0.0004 -0.0030 -0.0055 -0.0140 -0.0136 -0.0123 0.00006 0.0072 0.0120 0.0147 0.0145 0.0114 0.0042 0.0024 0.0029 0.0045 0.0008 -0.0055 -0.0081 -0.0093 -0.0040 
geo020s08a0054v01 -0.0148 0.0104 0.0263 0.0304 0.0236 0.0132 0.0015 -0.0102 -0.0160 -0.0118 0.0015 0.0147 0.0167 0.0105 0.0027 -0.0014 0.0012 0.0015 -0.0008 -0.0013 -0.0022 -0.0067 -0.0116 -0.0138 -0.0145 
geo020s08a0054v02 -0.0022 0.0009 0.0031 0.0019 -0.0004 -0.0106 -0.0043 0.0009 0.0024 -0.0002 -0.0016 -0.0010 0.0010 0.0007 -0.0018 -0.0045 -0.0052 -0.0066 -0.0062 -0.0016 0.0034 0.0102 0.0112 0.0100 0.0049 
geo020s08a0055v01 -0.0038 -0.0054 -0.0125 -0.0271 -0.0392 -0.0359 -0.0162 0.0149 0.0312 0.0306 0.0163 -0.0068 -0.0245 -0.0294 -0.0166 -0.0003 0.0074 0.0078 0.0068 0.0094 0.0151 0.0232 0.0269 0.0253 0.0220 
geo020s08a0055v02 0.0038 -0.0156 -0.0054 -0.0016 -0.0100 -0.0007 0.0014 -0.0031 -0.0059 -0.0062 -0.0106 -0.0060 -0.0032 0.0073 0.0097 0.0127 0.0023 0.0163 0.0189 0.0183 0.0151 0.0079 -0.0193 -0.0290 -0.0233 
geo020s08a0056v01 0.0128 0.0173 0.0129 0.0066 -0.0081 -0.0243 -0.0247 0.0036 0.0266 0.0228 0.0059 -0.0092 -0.0943 -0.0250 0.0035 0.0028 -0.0005 0.0210 0.0443 0.0427 0.0153 0.0083 -0.0024 -0.0144 -0.0220 
geo020s08a0056v02 0.0038 0.0113 0.0091 0.0029 -0.0080 -0.0166 -0.0106 0.0080 0.0174 0.0168 0.0133 0.0040 -0.0069 -0.0161 -0.0209 -0.0167 -0.0079 0.0032 0.0059 0.0023 0.0015 -0.0011 -0.0033 -0.0031 -0.0041 
geo020s08a0057v01 -0.0045 0.0058 0.0118 0.0108 0.0061 0.0011 -0.0029 -0.0097 -0.0120 -0.0061 0.0006 0.0073 0.0113 0.0088 0.0046 -0.0001 0.0004 -0.00004 0.0020 -0.0069 -0.0230 -0.0288 -0.0066 0.0220 0.0303 
geo020s08a0059v01 -0.0069 -0.0026 0.0067 0.0180 0.0284 0.0263 0.0185 0.0103 0.0053 0.0068 0.0095 0.0127 0.0131 0.0097 0.0057 0.0049 0.0042 -0.0053 -0.0144 -0.0012 0.0392 0.0549 0.0397 0.0107 -0.0202 
geo020s08a0059v02 -0.0061 0.0093 0.0184 0.0193 0.0158 0.0036 -0.0074 0.0004 0.0041 0.0082 0.0086 0.0016 -0.0041 -0.0094 -0.0114 -0.0128 -0.0111 -0.0089 -0.0040 -0.0002 0.0033 0.0015 -0.0008 -0.0017 0.0029 
geo020s08a0060v01 0.00007 0.0047 0.0033 -0.0075 -0.0131 -0.0146 -0.0068 -0.0028 -0.0007 -0.0017 -0.0008 -0.0029 0.0010 -0.0005 0.0054 0.0066 0.0091 0.0028 -0.0026 -0.0050 -0.0037 -0.0078 -0.0199 -0.0214 -0.0025 
geo020s08a0060v02 0.0075 0.0046 0.0022 -0.0072 -0.0221 -0.0218 0.0022 0.0192 0.0234 0.0159 0.0010 -0.0146 -0.0214 -0.0241 -0.0142 -0.0058 0.0076 0.0113 0.0142 0.0087 0.0090 0.0088 0.0067 0.0001 -0.0068 
geo020s08a0061v02 -0.0229 -0.0096 0.0065 0.0154 0.0155 0.0093 0.0054 0.0038 0.0053 0.0059 0.0034 0.0021 -0.0010 -0.0010 0.0005 0.0012 0.0015 -0.0002 0.0034 0.0048 0.0043 -0.0011 -0.0011 -0.0057 -0.0062 
geo020s08a0062v01 -0.0071 -0.0142 -0.0297 -0.0995 -0.0518 -0.0019 0.0518 0.0858 0.0860 0.0448 0.0091 -0.0147 -0.0303 -0.0268 -0.0182 -0.0092 -0.0007 0.0020 0.0134 0.0143 -0.0075 0.0054 0.0202 0.0319 0.0345 
geo020s08a0062v02 -0.0315 -0.0195 0.0059 0.0303 0.0387 0.0398 0.0275 0.0103 -0.0125 -0.0202 -0.0267 -0.0048 -0.0060 -0.0018 0.0013 -0.00003 0.0011 0.0054 0.0023 0.0130 0.0211 0.0229 0.0176 0.0082 -0.0058 
geo020s08a0063v01 -0.0033 -0.0051 -0.0149 -0.0173 -0.0020 0.0312 0.0182 0.0479 0.0404 0.0148 -0.0133 -0.0289 -0.0266 -0.0063 0.0163 0.0297 0.0235 0.0134 -0.0009 -0.0114 -0.0180 -0.0156 -0.0109 -0.0007 0.0049 
geo020s08a0063v02 -0.0044 0.0018 0.0081 0.0104 0.0043 -0.0040 -0.0165 -0.0216 -0.0152 -0.0062 0.0003 0.0076 0.0082 0.0060 0.0024 0.0010 -0.0013 -0.0012 -0.0021 -0.0072 -0.0153 -0.0160 -0.0002 0.0236 0.0374 
geo020s08a0064v01 0.0023 -0.0034 -0.0068 -0.0070 -0.0039 0.00006 0.0008 0.0029 0.0036 0.0050 0.0092 0.0079 0.0033 -0.0032 -0.0070 -0.0091 -0.0068 -0.0026 0.0024 0.0069 0.0055 0.0033 -0.0005 -0.0045 -0.0063 
geo020s08a0064v02 -0.0019 0.0056 0.0109 0.0137 0.0119 0.0071 0.0029 -0.0018 -0.0050 -0.0032 -0.0009 -0.0001 0.0028 0.0001 -0.0008 0.0012 0.0021 -0.0011 -0.0065 -0.0083 -0.0080 -0.0069 -0.0051 -0.00003 0.0018 
geo020s08a0065v01 0.0183 0.0187 0.0108 0.0027 0.0008 -0.00009 0.0002 -0.0023 -0.0155 -0.0203 -0.0216 -0.0172 -0.0122 -0.0093 -0.0095 -0.0058 -0.0019 0.0021 0.0080 0.0027 -0.0026 -0.0068 -0.0068 -0.0040 -0.0029 
geo020s08a0067v01 0.0209 0.0151 0.0042 -0.0054 -0.0096 -0.0080 -0.0071 -0.0067 -0.0058 -0.0030 -0.0005 -0.0003 0.0027 0.0031 0.0058 0.0040 0.0012 -0.0311 0.0174 0.0287 0.0240 0.0170 0.0112 0.0054 -0.0021 
geo020s08a0067v02 -0.0093 -0.0088 -0.0037 0.0024 0.0069 0.0054 -0.0138 -0.0255 -0.0086 0.0273 0.0404 0.0302 0.0109 -0.0093 -0.0241 -0.0328 -0.0318 -0.0220 -0.0014 0.0169 0.0244 0.0203 0.0140 0.0099 0.0051 
geo020s08a0068v01 0.0041 0.0011 -0.0016 0.0039 0.0086 0.0034 0.0014 -0.0057 -0.0143 -0.0229 -0.0171 -0.0019 0.0199 0.0304 0.0186 -0.0032 -0.0317 -0.0537 -0.0547 -0.0314 0.0118 0.0551 0.0815 0.0802 0.0568 
geo020s08a0068v02 0.0470 0.0480 0.0289 0.0041 -0.0177 -0.0299 -0.0301 -0.0206 -0.0043 0.0039 0.0037 0.0026 0.0072 0.0120 0.0121 0.0096 0.0013 -0.0035 -0.0080 -0.0093 -0.0114 -0.0099 -0.0075 -0.0069 -0.0033 
geo020s08a0069v02 0.0163 0.0077 -0.0016 -0.0053 -0.0050 -0.0057 -0.0083 -0.0117 -0.0121 -0.0106 -0.0084 -0.0039 0.0006 0.0078 0.0102 0.0091 0.0048 0.0022 0.0029 0.0030 0.0017 0.00002 0.0007 -0.0015 -0.0017 
geo020s08a0070v01 0.0240 0.0037 -0.0177 -0.0280 -0.0240 -0.0075 0.0074 0.0180 0.0232 0.0171 0.0031 -0.0067 -0.0075 -0.0064 -0.0039 -0.0029 -0.0030 -0.0012 0.0002 0.0064 0.0105 0.0117 0.0086 0.0100 0.0036 
geo020s08a0070v02 -0.0097 -0.0111 -0.0120 -0.0074 -0.0025 0.0044 0.0010 0.0043 0.0043 0.0010 -0.0030 -0.0028 0.0024 0.0100 0.0181 0.0103 0.0084 -0.0017 -0.0101 -0.0303 -0.0260 -0.0065 0.0087 0.0085 -0.0018 
geo020s08a0071v01 0.0003 0.0353 0.0524 0.0485 0.0329 0.0063 -0.0160 -0.0259 -0.0220 -0.0114 -0.0001 0.0038 0.0005 0.0022 0.0052 0.0096 -0.0637 0.0169 0.0455 0.0412 0.0198 0.0107 -0.0028 0.0060 0.0023 
geo020s08a0073v01 -0.0039 -0.0112 -0.0030 0.0019 0.0099 0.0145 0.0135 0.0081 0.0071 0.0058 0.0048 -0.0002 -0.0044 -0.0093 -0.0133 -0.0148 -0.0147 -0.0080 -0.0060 -0.0055 -0.0095 -0.0111 -0.0119 -0.0115 -0.0084 
geo020s08a0075v02 -0.0150 -0.0132 -0.0039 -0.0046 -0.0034 -0.0025 -0.0030 -0.0007 -0.0005 0.0022 0.0034 0.0079 0.0045 -0.0025 -0.0026 -0.0016 -0.0032 -0.0055 -0.0026 -0.0009 0.0021 0.0043 0.0048 0.0067 0.0106 
geo020s08a0076v01 -0.0144 -0.0030 0.0186 0.0278 0.0254 0.0085 -0.0112 -0.0289 -0.0393 -0.0312 -0.0057 0.0238 0.0393 0.0365 0.0156 -0.0095 -0.0259 -0.0306 -0.0208 -0.0027 0.0134 0.0225 0.0179 0.0089 0.0001 
geo020s08a0076v02 0.0346 0.0225 0.0052 -0.0068 -0.0118 -0.0063 0.0040 0.0085 0.0078 0.0019 0.0038 0.0073 0.0144 0.0103 0.0009 -0.0122 -0.0224 -0.0231 -0.0190 -0.0105 -0.0019 0.0010 -0.0019 0.0029 0.0091 
geo020s08a0077v02 -0.0092 -0.0002 0.0086 0.0089 0.0139 -0.0005 0.0148 -0.0003 0.0085 -0.0054 -0.0101 -0.0117 -0.0079 -0.0056 -0.0127 -0.0174 -0.0185 -0.0157 -0.0125 -0.0055 0.0046 0.0181 0.0232 0.0283 0.0272 
geo020s08a0078v01 0.0019 -0.0160 -0.0214 -0.0185 -0.0092 0.0028 0.0180 0.0248 0.0212 0.0117 0.0013 -0.0038 -0.0048 -0.0063 -0.0100 -0.0121 -0.0120 -0.0113 -0.0075 -0.0100 -0.0146 -0.0209 -0.0189 -0.0111 -0.0022 
geo020s08a0078v02 -0.0070 -0.0077 -0.0013 0.0043 0.0067 0.0006 -0.0054 -0.0112 -0.0157 -0.0157 -0.0154 -0.0130 -0.0041 0.0041 0.0052 0.0040 0.0051 0.0041 0.0042 0.0062 0.0107 0.0133 0.0117 0.0123 0.0109 
geo020s08a0079v02 0.0126 0.0154 0.0156 0.0120 -0.0001 0.0012 0.0047 0.0056 0.0027 -0.0011 -0.0118 -0.0080 -0.0099 -0.0181 0.0046 0.0085 0.0059 0.0002 -0.0019 -0.0038 -0.0028 -0.0017 0.0134 0.0211 0.0254 
geo020s08a0080v01 -0.0073 -0.0024 0.0041 0.0040 0.0018 0.0039 0.0040 0.0060 0.0082 0.0110 0.0144 0.0137 0.0101 0.0035 0.0037 0.0059 0.0128 -0.0814 -0.0137 0.0144 0.0221 0.0255 0.0195 0.0138 -0.0019 
geo020s08a0080v02 -0.0439 -0.0388 -0.0290 -0.0183 0.0034 0.0231 0.0320 0.0323 0.0204 0.0054 -0.0063 -0.0128 -0.0173 -0.0204 -0.0203 -0.0179 -0.0176 -0.0155 -0.0073 0.0022 0.0123 0.0220 0.0269 0.0260 0.0226 
geo020s08a0081v01 -0.0247 -0.0135 -0.0030 0.0106 0.0208 0.0232 0.0209 0.0176 0.0142 0.0089 0.0054 0.0042 0.0087 0.0147 0.0233 0.0228 0.0230 0.0192 0.0061 -0.0087 -0.0242 -0.0329 -0.0307 -0.0214 -0.0114 
geo020s08a0081v02 -0.0111 -0.0106 0.0073 0.0146 0.0079 0.0094 0.0081 0.0056 0.0020 -0.0018 -0.0058 -0.0060 -0.0041 -0.00003 0.0039 0.0073 0.0114 0.0138 0.0142 0.0078 0.0018 -0.0060 -0.0117 -0.0124 -0.0126 
geo020s08a0082v01 0.0047 0.0035 -0.0118 -0.0232 -0.0214 0.0072 0.0195 0.0121 0.0016 -0.0059 -0.0173 -0.0239 -0.0210 -0.0133 -0.0042 0.0061 0.0142 0.0127 -0.0745 -0.0110 0.0288 0.0346 0.0227 0.0115 0.0065 
geo020s08a0082v02 -0.00003 -0.0159 -0.0203 -0.0016 0.0239 0.0305 0.0206 0.0050 -0.0046 -0.0081 -0.0118 -0.0127 -0.0093 -0.0009 0.0107 0.0170 0.0103 0.0029 -0.0046 -0.0086 -0.0095 -0.0081 -0.0062 -0.0008 0.0053 
geo020s08a0083v02 0.0081 -0.0017 -0.0102 -0.0137 -0.0156 -0.0165 -0.0127 -0.0055 0.0012 0.0102 0.0180 0.0219 0.0200 0.0170 0.0113 0.0055 0.0026 -0.0025 -0.0098 -0.0167 -0.0203 -0.0218 -0.0181 -0.0143 -0.0109 
